True_Label,Predicted_Label,Prediction_Probability
0,0,1.4795647806478567e-06
0,0,0.000529917435085178
0,0,3.789129771943139e-06
0,0,0.08059147049578198
0,0,2.680102295628458e-07
0,0,0.00018050414242629144
0,0,1.775941234165372e-07
0,0,1.9682991236409724e-07
0,0,4.212857653647018e-06
0,0,1.888392241301541e-05
0,0,1.736221170743337e-07
0,0,8.231576886163298e-06
0,0,3.9814636829922297e-07
0,0,7.946912982327272e-05
0,0,0.00011321842988604323
0,0,1.1636387296131004e-06
0,0,0.00010125590204904313
0,0,4.274874403377165e-07
0,0,0.0011893583271262442
0,0,4.4554516706684405e-06
0,0,1.0000000994736041e-07
0,0,1.0000000994736041e-07
0,0,3.751510517459798e-05
0,0,0.0010732005182905787
0,0,2.7282456654220286e-07
0,0,5.72985301640453e-06
0,0,9.765431032371403e-05
0,0,1.0000000994736041e-07
0,0,1.0000000994736041e-07
0,1,0.9824719269532063
0,0,1.0000000994736041e-07
0,1,0.9999999989523745
0,0,0.3547220098201106
0,0,1.6257789665865291e-06
0,0,9.709211064581694e-05
0,0,2.2115287645517103e-05
0,0,1.4386237072153122e-06
0,0,4.692489464031909e-07
0,0,0.00036084266972177245
0,0,2.5369637081616903e-05
0,1,0.9930979811123644
0,0,0.014213053791574877
0,0,3.973651437033522e-07
0,0,1.270192784642705e-07
0,0,0.005829658300559194
0,0,4.38690797049296e-05
0,0,1.0000000994736041e-07
0,0,3.386857147035647e-06
0,0,0.0017687850968723525
0,0,1.0000000994736041e-07
0,0,1.0000000994736041e-07
0,0,1.255590296601121e-06
0,0,1.1137268214713842e-06
0,0,1.0000000994736041e-07
0,0,1.9542621522546537e-06
0,0,1.0000000994736041e-07
0,0,1.0000000994736041e-07
0,0,3.0642051856101826e-05
0,0,0.03129854260439585
0,0,6.989768439176792e-07
0,0,1.8187664880479296e-06
0,0,0.2501678811658137
0,0,1.5783573066375652e-05
0,0,1.861192459920604e-06
0,0,2.2546436710913333e-05
0,0,1.1789473888162986e-07
0,0,1.950090520172512e-05
0,0,0.12684242525446993
0,0,2.6433902976564468e-05
0,0,1.5065745147242467e-05
0,0,1.1327983116258143e-06
0,0,2.2684779560457264e-07
0,0,1.0000000994736041e-07
0,0,1.8434066301706449e-06
0,0,3.1119229083239714e-06
0,0,1.0411652826524664e-06
0,0,0.00041764523062973354
0,0,1.0000000994736041e-07
0,0,1.1508447664789743e-07
0,0,1.0000000994736041e-07
0,0,1.7171971038285941e-06
0,0,1.0000000994736041e-07
0,0,6.744957776482947e-07
0,0,0.0005521302613376881
0,0,1.5934674613480527e-06
0,0,5.020074185136384e-07
0,0,0.006106035795479889
0,0,3.1981127993051083e-07
0,0,1.778637657098426e-07
0,0,9.33749028733347e-06
0,0,0.0002677927743754506
0,0,1.0000000994736041e-07
0,0,1.246379481205143e-06
0,0,0.0001070285513242937
0,0,6.9897028823528115e-06
0,0,1.0000000994736041e-07
0,0,0.001030040855417486
0,0,0.0032701998803312047
0,0,1.0000000994736041e-07
0,0,8.778512839279935e-05
0,0,3.854711298251661e-05
