True_Label,Predicted_Label,Prediction_Probability
0,0,7.214233e-05
0,0,0.0022230167
0,0,2.7764037e-05
0,0,0.17489338
0,0,0.00015579775
0,0,0.0031504596
0,0,8.497319e-05
0,0,0.00044674677
0,0,0.0049226885
0,0,0.001565581
0,0,0.0002957512
0,0,0.00017633373
0,0,0.00015183006
0,0,0.005112109
0,0,0.00028471224
0,0,0.00046871236
0,0,4.626493e-05
0,0,3.6197223e-05
0,0,0.00035932395
0,0,0.0004944757
0,0,0.0014035264
0,0,0.0007407851
0,0,0.036254402
0,1,0.8176775
0,0,0.0016190461
0,0,6.0345807e-05
0,0,0.00016129707
0,0,0.0002558449
0,0,1.4959052e-05
0,0,0.46610162
0,0,9.1142276e-05
0,1,0.7696246
0,0,0.0359841
0,0,0.00037975673
0,0,9.7231234e-05
0,0,0.00010798529
0,0,0.000108706634
0,0,0.012093086
0,0,0.00056913
0,0,8.109227e-05
0,0,0.008347071
0,1,0.97112536
0,0,0.0019515946
0,0,0.00013405815
0,0,0.0008649749
0,0,9.4154784e-05
0,0,4.9803035e-05
0,0,8.430354e-05
0,0,0.00014486487
0,0,8.569107e-06
0,0,3.1887706e-05
0,0,1.9160374e-05
0,0,0.0001324315
0,0,0.019867696
0,0,0.0072224136
0,0,2.136552e-05
0,0,0.0005196178
0,0,0.0059908815
0,0,0.00058078265
0,0,0.000120980745
0,0,0.000103022816
0,0,0.0005747029
0,0,0.0007536562
0,0,8.5737396e-05
0,0,1.6550179e-05
0,0,0.00016434882
0,0,0.00016097564
0,0,0.00020415487
0,0,3.604789e-05
0,0,3.975856e-05
0,0,0.00037203621
0,0,0.00017162586
0,0,0.0014567446
0,0,0.00010747882
0,0,0.00040294862
0,0,2.7704686e-05
0,0,0.0029297655
0,0,3.995004e-05
0,0,0.000164701
0,0,3.4411205e-05
0,0,0.00029229073
0,0,8.276349e-05
0,0,0.012166347
0,0,0.00027130332
0,0,0.0030777976
0,0,0.00032379437
0,0,0.03049585
0,0,1.1269844e-05
0,0,0.0025432124
0,0,0.0003833541
0,0,0.0019826547
0,0,4.1505446e-05
0,0,0.00080413267
0,0,0.0012619495
0,0,0.0026560463
0,0,0.0019043955
0,0,0.0052074236
0,0,0.004759148
0,0,3.661439e-05
0,0,0.0011451844
0,0,1.6448157e-05
0,0,0.0001272176
0,0,0.0016102423
0,0,0.0009855443
0,0,0.000499209
0,0,3.2195498e-05
0,0,0.0004951676
0,0,4.6087604e-05
0,0,0.00039789075
0,0,0.000430144
0,0,2.9903866e-05
0,0,0.0038883754
0,0,0.00017229699
0,0,0.0012549781
0,0,2.0718755e-05
0,0,2.27536e-05
0,0,4.3372278e-05
0,0,0.0051388796
0,0,3.352123e-05
0,0,8.325776e-05
0,0,0.00032766018
0,0,4.141715e-05
0,0,6.030658e-05
0,0,2.248989e-05
0,0,8.227351e-06
0,0,1.3351107e-05
0,0,2.7972397e-05
0,0,5.6323694e-05
0,0,0.00012542623
0,0,0.00015985628
