True_Label,Predicted_Label,Prediction_Probability
1,1,0.9564021870630955
1,1,0.9662269460505001
1,1,0.1042280537727191
1,1,0.30123113115435596
0,1,0.3668294882104469
0,1,0.8648134629477094
1,1,0.37767341004707355
1,1,0.94676544
1,0,0.034880516752277456
1,1,0.8551888987640818
0,1,0.069045575
0,1,0.154431243
0,1,0.14483297364955447
1,1,0.9871075530992008
0,1,0.1641932394884348
0,0,0.088202624
1,0,0.2674305827336666
1,1,0.3209617321925983
1,1,0.5809305575689756
1,1,0.9627933971935851
0,1,0.11036181500157245
1,1,0.5471756868790438
1,1,0.7221509961755507
0,1,0.17428343341219676
1,1,0.8602116875571068
0,1,0.15434534047787565
0,1,0.16697710027247878
1,0,0.011952116428938162
0,1,0.21937879423463008
0,1,0.29860257120245914
0,1,0.31553698467409397
0,1,0.001777472
1,1,0.001777472
0,1,0.18927996591918303
0,1,0.12263947473576567
0,1,0.13436527517261082
1,1,0.1065983526818554
0,1,0.058450149224299044
0,1,0.094398161
1,1,0.9093046772445121
0,1,0.096212711
0,1,0.10913695071715697
0,1,0.3566514134928693
1,1,0.014049569114944037
0,1,0.001777472
1,1,0.8942300459183095
1,1,0.991900618
1,1,0.2487588642144191
0,1,0.1189366349926339
1,1,0.8973081464173366
1,1,0.26582499538619947
0,0,0.16283123338818756
0,1,0.069777623
0,1,0.3216351843403346
1,1,0.076821118
1,1,0.8381576092628644
0,1,0.16873682567265635
1,1,0.9750815218814081
1,1,0.10686910719908572
1,0,0.004792428
0,1,0.1416753696047007
0,1,0.002980273
0,0,0.23474651092108825
0,1,0.2473712854204234
0,1,0.1616241553485188
0,1,0.001777472
0,1,0.074481881
0,1,0.22290209175487016
1,1,0.17049037793554372
0,1,0.19911577489190962
1,1,0.7026789464121794
1,1,0.3645319608925714
0,0,0.028330332229544685
0,1,0.7602134685000222
0,1,0.19077612620814696
0,1,0.9096699094768057
0,0,0.3290565732135553
1,1,0.19368210287062065
0,1,0.038545711272320975
0,0,0.017432013530567357
1,0,0.3434247045135562
1,1,0.11540019554289492
0,1,0.45841485978241686
0,0,0.002535053
0,0,0.078516603
1,1,0.9587965788548264
1,1,0.062096722507160765
0,1,0.6670838664891535
0,1,0.14634406016067328
1,1,0.26742243126620036
1,1,0.13190174288710035
0,0,0.278332981
1,1,0.9865235174746699
0,0,0.186967746
1,1,0.9513381359868137
1,1,0.6710243092617065
0,1,0.063785306
0,1,0.13740143355364903
0,1,0.3186779507533397
1,1,0.9251864004837473
0,1,0.3548476751862427
0,1,0.1295902973664342
0,1,0.1288723750822763
0,1,0.14857179233926868
1,1,0.4463728279231795
0,1,0.069054238
1,1,0.9597917244897632
0,1,0.085281853
0,0,0.021429237
0,1,0.5157761121010369
0,0,0.22246764915445627
0,1,0.39677758139815644
0,0,0.2253905595236701
1,1,0.5654579080670521
1,1,0.942158054
0,1,0.072204603
0,1,0.099583397
1,1,0.9716077308432169
0,1,0.2096134304576587
0,1,0.21714007120972384
1,0,0.1971812167768846
1,1,0.024737688
1,1,0.18849163696457977
0,1,0.1365431979118261
1,1,0.001777472
1,1,0.9905763297256478
1,1,0.8830350180382728
0,1,0.23181620348837553
0,1,0.17238123963339635
1,1,0.9680676331008293
0,1,0.2056461605154998
1,1,0.9844376996772151
0,1,0.1844507614061376
0,1,0.27187755244373996
1,1,0.8627706977963921
1,1,0.7415005912155993
0,1,0.1603175683303438
1,0,0.4000444317805645
0,1,0.062238378195461956
0,1,0.25035954238879454
0,1,0.001777472
1,1,0.9939568170105082
0,1,0.001206066
0,0,0.001513074
0,0,0.093402906
1,1,0.46100580202522734
1,1,0.9876697548138437
1,1,0.9872132074121787
1,1,0.7895334098402804
0,0,0.033155557
1,1,0.4967182590475782
1,1,0.9124825515268921
0,1,0.13868239090379011
0,1,0.12592014352903652
1,1,0.8070893217464322
0,1,0.4260090726387803
1,1,0.9826085924981337
0,1,0.088683199
1,1,0.28123237083814984
0,1,0.020404886883305808
0,1,0.4798774781167133
0,0,0.16495893436241515
0,1,0.15710773391868318
0,1,0.21624265693649114
1,1,0.9918099819311194
1,0,0.29724061299779075
0,1,0.1738884383298454
0,0,0.15495548891949662
0,1,0.12729346378583986
0,1,0.25234387192600455
1,1,0.3600630955563055
0,1,0.080926043
1,1,0.8441568015671017
1,1,0.9459243157922006
1,1,0.9949199138439953
1,1,0.9940666908266533
0,1,0.16719311021720493
0,1,0.15695779909949678
0,0,0.004295149
0,1,0.3592141532982781
0,1,0.6633688813422542
0,1,3.855679573257437e-05
1,1,0.985413744
0,1,0.48585454322572585
1,1,0.17117144042085283
1,1,0.9781549113115895
0,0,0.4510219383472355
1,1,0.5146535520673372
1,1,0.9669934430801442
1,1,0.21935225926221671
1,1,0.9491150145278832
1,0,0.10025499956036171
1,1,0.1159096929773741
1,0,0.042582201149485605
1,1,0.092674722
0,1,0.077322182
0,0,0.19746744270915215
0,1,0.1560291637043256
1,1,0.8870692978618183
1,1,0.886566276
0,0,0.016520430635610303
1,1,0.9641896605338007
0,0,0.025247099
0,1,0.001777472
1,0,0.38276296832869844
0,1,0.16125078824290362
1,1,0.5988678102237348
1,1,0.46575399294815206
1,1,0.9133759818337673
1,1,0.9848596243947517
1,1,0.94850592
0,0,0.016362090863944283
1,1,0.505920226
0,0,0.15960970252365103
0,1,0.6908755896263925
1,0,0.010995257122900316
1,0,0.19272500858008715
0,1,0.7796984456686902
1,0,0.300313495
1,1,0.8195962388565905
0,0,0.20719801781459227
1,0,0.169939522
0,1,0.3432144446011957
1,0,0.002982046
0,1,0.17224868757220044
1,1,0.9695748636800807
1,1,0.730375416
0,0,0.024215661787534905
1,1,0.087044727
1,1,0.6691707937786024
1,1,0.31501406154489603
0,1,0.1592355641665047
0,0,0.15120626583794847
0,1,0.18405296678614239
0,1,0.1552250010635568
0,1,0.5249738128878682
1,1,0.001777472
0,1,0.001777472
1,1,0.853052737
0,1,0.001777472
0,1,0.16834419745261472
0,1,0.2814019304907235
0,1,0.14538492343894605
1,1,0.45785538999176567
1,1,0.6536639904266088
0,1,0.1891511928960256
1,1,0.009165019
0,1,0.043359304413740606
0,1,0.1511758515595755
1,1,0.9692202692867967
0,0,0.15371333494659303
0,1,0.018820947
1,1,0.7693161710143527
1,1,0.7072546915876129
0,1,0.15776058641992766
1,1,0.9944823838077982
0,0,0.019462777937476375
0,0,0.035995584484257125
0,1,0.001777472
0,1,0.1438400987904278
1,1,0.2210584415810801
1,1,0.6542356751518223
0,1,0.10785103431965581
0,1,0.7662489475198204
0,1,0.014191790829994739
0,1,0.069794701
1,1,0.9305336833113772
1,0,0.006893902
1,1,0.873441744
1,1,0.26292656890866056
1,1,0.6645742705373401
1,1,0.47321026081024686
1,1,0.9198276480670043
1,1,0.001777472
0,1,0.19252524743299235
1,1,0.5704871197167047
1,1,0.971031098
0,0,0.3821679287049883
0,0,0.002816586
0,1,0.1467592562660007
1,1,0.9449520634916209
1,1,0.21707385702760926
0,1,0.088507939
1,1,0.5351353956143329
0,0,0.16832748630443323
0,1,0.1266888409134259
1,0,0.00982113
1,0,0.004841873
1,1,0.9657768751427352
0,1,0.23363304982400626
1,1,0.9686157120459915
0,1,0.009368021
0,0,0.23858698162039715
1,1,0.001777472
1,0,0.2688550146901437
0,1,0.24441864468996946
1,1,0.7485808298090425
0,1,0.13811769283366648
1,1,0.001777472
0,1,0.7142947301923153
0,1,0.1629985767637591
1,0,0.1226947139484848
0,1,0.43725176973967717
0,1,0.094240224
1,1,0.9137729650720561
0,1,0.2565736583128844
0,1,0.5675592135584836
1,1,0.9627166492555117
0,1,0.2220348141441354
0,1,0.176258882
1,1,0.20518090809799622
1,1,0.001777472
0,0,0.125869862
1,1,0.7485112042864164
1,1,0.8761389903038249
0,1,0.022497877749304597
0,1,0.18095717857855678
1,0,0.007120068
0,1,0.2641882614763927
1,1,0.1290109820840902
1,1,0.918495092
1,1,0.001777472
1,1,0.9936673514573969
0,0,0.005649048
0,1,0.16788811893218428
0,0,0.016923290112927133
1,1,0.979272875
0,1,0.05644525
1,0,0.16474376851557745
0,1,0.1947200751776285
0,0,0.3921396532572587
1,0,0.5169428190609654
1,1,0.6898487566658859
1,1,0.8666382131044833
0,1,0.076273749
0,1,0.13561301632521036
0,1,0.11587876278809882
1,1,0.7274059250656653
0,1,0.177578292
1,0,0.3784999619083928
0,1,0.001777472
0,0,0.081049344
1,1,0.5650852599277741
0,1,0.5441351886416497
0,1,0.19294115850750793
0,0,0.002651597
1,1,0.12277019772670685
1,1,0.9846860042949322
1,1,0.5991789544701074
0,1,0.3559465119024237
1,0,0.029719123452014242
1,1,0.9152367569700605
0,1,0.22615691511548078
0,1,6.090154069100326e-05
1,1,0.9559943293171208
0,1,0.7578347735639163
0,1,0.44815624580747554
0,0,0.095176514
1,1,0.8251235991330372
1,0,0.000428243
1,1,0.6878326009894508
0,1,0.24166634830207995
0,1,0.2932085210055242
1,0,0.013976020419578716
0,1,0.12456166124494258
0,1,0.3317707845005411
1,0,0.1471594741130033
0,1,0.2819361137960769
0,0,0.25404944003335056
1,1,0.9880083958250295
0,1,0.015791377
1,0,0.11966650522920268
1,1,0.42287568443393003
1,1,0.001777472
0,0,0.3173242517618506
1,0,0.057833700693806014
0,1,0.2632682025963409
0,0,0.1597994902883864
1,1,0.7905886215778947
0,1,0.1766780996304144
0,0,0.003500846
0,1,0.5772779887205256
1,1,0.6248875622336192
0,0,0.03821855
1,1,0.8353292504624836
0,0,0.033231806
0,1,0.070239328
1,1,0.37574006188000647
1,1,0.5247035963206591
0,1,0.069180797
0,0,0.3727057376781643
0,0,0.088783943
1,1,0.004111629
0,1,0.15159860350083645
0,0,0.004396522
0,1,0.5615306384209838
0,1,0.005427945
0,1,0.10576708367241092
0,0,0.4580247980912373
1,1,0.7857892821534527
0,1,0.1872845615009741
1,1,0.9864450803505413
1,0,0.004886114
0,1,0.211546457
1,1,0.24018450473623865
0,1,0.25130388442999574
0,1,0.069064384
1,1,0.1296859407746175
0,1,0.5490790190892051
0,1,0.26315194129519737
0,1,0.20560686039964043
0,0,0.10291624004757224
1,1,0.12362698057593334
0,1,0.0734468
0,0,0.2015375274957584
1,1,0.7105005185384966
0,0,0.042510617191456546
1,1,0.9852356003654082
0,1,6.554607324329119e-05
1,1,0.8746753750982934
0,1,0.068594352
1,1,0.4823099754294365
0,1,0.072326774
1,0,0.4136640365299563
1,1,0.5226603459994484
0,1,0.000148822
0,1,0.4317281006533795
0,1,0.18681784656151684
1,1,0.9621778119306156
