Epoch,Phase,Image_Index,True_Label,Predicted_Label,Prediction_Probability
1,test,0,0.0,0.0,3.8311121898004785e-05
1,test,1,0.0,0.0,1.6265369140455732e-06
1,test,2,0.0,0.0,0.002592027187347412
1,test,3,0.0,0.0,2.2683877887175186e-06
1,test,4,0.0,0.0,2.2815679585619364e-06
1,test,5,0.0,0.0,1.8219672710984014e-05
1,test,6,0.0,1.0,0.5072180032730103
1,test,7,0.0,0.0,2.2130310753709637e-05
1,test,8,0.0,0.0,3.452622195254662e-06
1,test,9,0.0,0.0,0.00014088014722801745
1,test,10,0.0,0.0,1.4537446986651048e-05
1,test,11,0.0,0.0,6.863042472105008e-06
1,test,12,0.0,0.0,1.165595131169539e-05
1,test,13,0.0,0.0,7.355628781624546e-07
1,test,14,0.0,0.0,7.476170139852911e-05
1,test,15,0.0,0.0,2.862419250959647e-06
1,test,16,0.0,0.0,9.728911390993744e-05
1,test,17,0.0,0.0,0.0014258803566917777
1,test,18,0.0,0.0,0.05761021003127098
1,test,19,0.0,0.0,5.215095370658673e-06
1,test,20,0.0,0.0,0.0004077272315043956
1,test,21,0.0,0.0,2.107970686893168e-07
1,test,22,0.0,0.0,1.579411787133722e-06
1,test,23,0.0,0.0,0.00014459301019087434
1,test,24,0.0,0.0,1.5665947330489871e-06
1,test,25,0.0,0.0,7.190423275460489e-06
1,test,26,0.0,0.0,4.461527169041801e-06
1,test,27,0.0,0.0,0.00023495027562603354
1,test,28,0.0,0.0,5.144615897734184e-07
1,test,29,0.0,1.0,0.8603870868682861
1,test,30,0.0,0.0,5.500685915649228e-07
1,test,31,0.0,0.0,4.1401381167816e-06
1,test,32,0.0,0.0,0.0013078157790005207
1,test,33,0.0,0.0,0.00011212767276447266
1,test,34,0.0,1.0,0.9832037687301636
1,test,35,0.0,0.0,4.4850702352050575e-07
1,test,36,0.0,0.0,0.00018275235197506845
1,test,37,0.0,0.0,0.0018864754820242524
1,test,38,0.0,0.0,2.9901872267146246e-07
1,test,39,0.0,0.0,5.07647346239537e-05
1,test,40,0.0,0.0,2.893325472541619e-07
1,test,41,0.0,0.0,4.4632124627241865e-06
1,test,42,0.0,0.0,7.446691597579047e-05
1,test,43,0.0,0.0,4.207384699839167e-05
1,test,44,0.0,0.0,1.3010032489546575e-05
1,test,45,0.0,0.0,0.0009470111690461636
1,test,46,0.0,1.0,0.9998902082443237
1,test,47,0.0,0.0,0.00016559560026507825
1,test,48,0.0,1.0,0.6410255432128906
1,test,49,0.0,0.0,2.1194898636167636e-06
1,test,50,0.0,0.0,0.0003014432149939239
1,test,51,0.0,0.0,1.4312558960227761e-06
1,test,52,0.0,0.0,6.235637783902348e-07
1,test,53,0.0,0.0,0.22122108936309814
1,test,54,0.0,0.0,1.750040752312998e-07
1,test,55,0.0,0.0,1.4922911759640556e-06
1,test,56,0.0,0.0,0.0014008177677169442
1,test,57,0.0,0.0,7.902139259385876e-06
1,test,58,0.0,0.0,3.8161400880198926e-05
1,test,59,0.0,0.0,4.715966133517213e-05
1,test,60,0.0,0.0,2.122618207067717e-05
1,test,61,0.0,0.0,1.1923965757887345e-05
1,test,62,0.0,0.0,7.346938673435943e-06
1,test,63,0.0,0.0,5.028287705499679e-05
1,test,64,0.0,0.0,0.0021877519320696592
1,test,65,0.0,0.0,3.996270550032932e-07
1,test,66,0.0,0.0,0.04178318753838539
1,test,67,0.0,0.0,4.172817352809943e-05
1,test,68,0.0,0.0,2.277846033393871e-05
1,test,69,0.0,0.0,1.0002268936659675e-05
1,test,70,0.0,0.0,0.0010364328045397997
1,test,71,0.0,0.0,0.0003221897641196847
1,test,72,0.0,0.0,2.8059471901542565e-07
1,test,73,0.0,0.0,3.660755055534537e-06
1,test,74,0.0,0.0,2.2031359492302727e-07
1,test,75,0.0,0.0,0.0002465502475388348
1,test,76,0.0,0.0,6.257516815821873e-06
1,test,77,0.0,0.0,1.078863647308026e-06
1,test,78,0.0,0.0,8.324889790856105e-07
1,test,79,0.0,0.0,5.409369350672932e-06
1,test,80,0.0,0.0,2.4278466298710555e-05
1,test,81,0.0,0.0,5.259155841486063e-06
1,test,82,0.0,0.0,2.755433001766505e-07
1,test,83,0.0,0.0,2.2098613044363447e-05
1,test,84,0.0,0.0,1.285765961256402e-06
1,test,85,0.0,0.0,1.0118791578861419e-05
1,test,86,0.0,1.0,0.8892715573310852
1,test,87,0.0,0.0,0.0008935750229284167
1,test,88,0.0,0.0,3.5031289371545427e-06
1,test,89,0.0,0.0,1.2287318895687349e-05
1,test,90,0.0,1.0,0.9927893280982971
1,test,91,0.0,0.0,1.5476996395591414e-06
1,test,92,0.0,0.0,7.574774940621865e-07
1,test,93,0.0,0.0,4.95110612064309e-07
1,test,94,0.0,0.0,9.359172690892592e-05
1,test,95,0.0,0.0,4.540177087619668e-07
1,test,96,0.0,0.0,6.827985544077819e-06
1,test,97,0.0,0.0,1.4118522813078016e-05
1,test,98,0.0,0.0,0.0002463425335008651
1,test,99,0.0,0.0,2.9224234822322614e-05
1,test,100,0.0,0.0,2.9115133202139987e-06
1,test,101,0.0,0.0,4.620316303771688e-06
1,test,102,0.0,0.0,5.912223059567623e-06
1,test,103,0.0,0.0,7.355628781624546e-07
1,test,104,0.0,0.0,0.0005030109314247966
1,test,105,0.0,1.0,0.6688058972358704
1,test,106,0.0,0.0,3.473477363513666e-07
1,test,107,0.0,0.0,1.882002288766671e-05
1,test,108,0.0,0.0,4.379374786367407e-06
1,test,109,0.0,0.0,0.00013501827197615057
1,test,110,0.0,0.0,0.24555130302906036
1,test,111,0.0,0.0,9.702978786663152e-06
1,test,112,0.0,0.0,0.0015167356468737125
1,test,113,0.0,0.0,5.571576184593141e-05
1,test,114,0.0,0.0,0.2143939882516861
1,test,115,0.0,0.0,3.954947260353947e-06
1,test,116,0.0,0.0,0.00010508139530429617
1,test,117,0.0,0.0,9.833280500970432e-07
1,test,118,0.0,0.0,5.404091643868014e-05
1,test,119,0.0,0.0,0.0006538236048072577
1,test,120,0.0,0.0,0.0003578040050342679
1,test,121,0.0,0.0,6.17807891103439e-05
1,test,122,0.0,0.0,1.0593258593871724e-05
1,test,123,0.0,0.0,1.151923424913548e-05
1,test,124,0.0,0.0,8.541152851648803e-07
1,test,125,0.0,0.0,0.012105757370591164
1,test,126,0.0,0.0,1.551763853058219e-05
1,test,127,0.0,0.0,1.3200660760048777e-05
1,test,128,0.0,0.0,0.2777515649795532
1,test,129,0.0,0.0,0.0006327025475911796
1,test,130,0.0,0.0,0.00011973825166933239
1,test,131,0.0,1.0,0.9996742010116577
1,test,132,0.0,0.0,1.9627409528766293e-06
1,test,133,0.0,0.0,0.0002590834046714008
1,test,134,0.0,0.0,4.6633613237645477e-07
1,test,135,0.0,1.0,0.7537847757339478
1,test,136,0.0,0.0,0.00025389992515556514
1,test,137,0.0,0.0,3.681878126826632e-07
1,test,138,0.0,0.0,5.641392135657952e-07
1,test,139,0.0,0.0,2.813484570651781e-06
1,test,140,0.0,0.0,3.3823991998360725e-06
1,test,141,0.0,0.0,4.323898338043364e-06
1,test,142,0.0,0.0,4.0362236177315935e-05
1,test,143,0.0,0.0,0.00024971968377940357
1,test,144,0.0,1.0,0.8961942195892334
1,test,145,0.0,0.0,7.300794777620467e-07
1,test,146,0.0,0.0,4.252557573636295e-06
1,test,147,0.0,0.0,1.7188876881846227e-06
1,test,148,0.0,0.0,8.679719030624256e-05
1,test,149,0.0,0.0,0.0017366929678246379
1,test,150,0.0,0.0,0.0001973398175323382
1,test,151,0.0,0.0,7.294730949070072e-06
1,test,152,0.0,0.0,1.0020265108323656e-05
1,test,153,0.0,0.0,0.07506805658340454
1,test,154,0.0,0.0,0.22968614101409912
1,test,155,0.0,0.0,1.958581066219267e-07
1,test,156,0.0,0.0,4.043138324050233e-05
1,test,157,0.0,0.0,3.7577985949610593e-06
1,test,158,0.0,0.0,4.041217380290618e-06
1,test,159,0.0,0.0,4.533889921276568e-07
1,test,160,0.0,0.0,1.376730097035761e-06
