prob_artifact_free,Prediction_Probability,True_Label,Predicted_Label
0.99954897,0.00045103,0,0
0.9974611166613564,0.002538883,0,0
0.9996161436615952,0.000383856,0,0
0.997036326,0.002963674,0,0
0.9967555091625844,0.003244491,0,0
0.9994862777235533,0.000513722,0,0
0.9984563126323164,0.001543687,0,0
0.9985250419052896,0.001474958,0,0
0.9990329951796232,0.000967005,0,0
0.999806913490806,0.000193087,0,0
0.9997043489859242,0.000295651,0,0
0.9969124751279484,0.003087525,0,0
0.9803349889572948,0.0196650110427052,0,0
0.9993150755880728,0.000684924,0,0
0.9967036603930578,0.00329634,0,0
0.9992992243226598,0.000700776,0,0
0.9889448181105912,0.011055182,0,0
0.994098808,0.005901192,0,0
0.9994517945345464,0.000548205,0,0
0.999493634733024,0.000506365,0,0
0.9965184166516586,0.003481583,0,0
0.9976466343407762,0.002353366,0,0
0.9963310795303078,0.00366892,0,0
0.9918861518390276,0.008113848,0,0
0.9976678479369364,0.002332152,0,0
0.9980562102824584,0.00194379,0,0
0.9983647703727976,0.00163523,0,0
0.9884732291901108,0.0115267708098892,0,0
0.999021993904592,0.000978006,0,0
0.999631046,0.000368954,0,0
0.9991174990537725,0.000882501,0,0
0.9970403662909104,0.002959634,0,0
0.9878404004125538,0.0121596,0,0
0.9964122412109448,0.003587759,0,0
0.9968131263297496,0.003186874,0,0
0.9928652192972302,0.007134781,0,0
0.9978544574663818,0.002145543,0,0
0.9603366577276126,0.0396633422723875,0,0
0.9990134735725829,0.000986526,0,0
0.9995142128305414,0.000485787,0,0
0.9896714966883788,0.010328503311621,0,0
0.9993287977187189,0.000671202,0,0
0.9988285702693142,0.00117143,0,0
0.9985226557426472,0.001477344,0,0
0.9948227579355776,0.005177242,0,0
0.9977157545596858,0.002284245,0,0
0.99721745,0.00278255,0,0
0.9986617109714228,0.001338289,0,0
0.9989188344010232,0.001081166,0,0
0.9762360596589916,0.0237639403410086,0,0
0.9981951501524002,0.00180485,0,0
0.998474244,0.001525756,0,0
0.9640771377652012,0.035922862,0,0
0.9942693508701176,0.005730649,0,0
0.9810646465581628,0.018935353,0,0
0.9669165190611576,0.033083481,0,0
0.9927881600721018,0.00721184,0,0
0.9961184683237784,0.003881532,0,0
0.9995184354574724,0.000481565,0,0
0.9974741368443556,0.002525863,0,0
0.995393111,0.004606889,0,0
0.99661285278957,0.003387147,0,0
0.9982845678473932,0.001715432,0,0
0.996781439,0.003218561,0,0
0.99893513255888,0.001064867,0,0
0.9974393140694487,0.002560686,0,0
0.9892297908617386,0.0107702091382614,0,0
0.9890285142726766,0.0109714857273235,0,0
0.997454053,0.002545947,0,0
0.9674168326729023,0.0325831673270977,0,0
0.9913176863129256,0.008682314,0,0
0.9971222175308628,0.002877782,0,0
0.9980450543925016,0.001954946,0,0
0.9862916085021513,0.013708391,0,0
0.996216222,0.003783778,0,0
0.9992803628229298,0.000719637,0,0
0.9954976771645776,0.004502323,0,0
0.9953809310789908,0.004619069,0,0
0.9924031369163436,0.007596863,0,0
0.9995344822336776,0.000465518,0,0
