prob_artifact_free,Prediction_Probability,True_Label,Predicted_Label
0.9917599757278492,0.008240024272150703,0,0
0.9368201645722372,0.06317983542776293,0,0
0.9998790517507516,0.00012094824924829433,0,0
0.9986632005490862,0.001336799450913861,0,0
0.9869213526304532,0.013078647369546743,0,0
0.9999370442912207,6.295570877927141e-05,0,0
0.8551023207271444,0.1448976792728556,0,0
0.9984238698793662,0.0015761301206338235,0,0
0.9981983581223093,0.0018016418776907635,0,0
0.9994167309629467,0.000583269037053379,0,0
0.9989413768545653,0.0010586231454348147,0,0
0.9670529162005347,0.03294708379946517,0,0
0.9708318428109945,0.029168157189005492,0,0
0.9994117451572243,0.0005882548427755684,0,0
0.971418749891718,0.028581250108282115,0,0
0.31171641040805853,0.6882835895919414,0,1
0.9995674535806982,0.0004325464193016613,0,0
0.9223542872005394,0.0776457127994606,0,0
0.9990355967186859,0.000964403281314028,0,0
0.9997794034987348,0.0002205965012651188,0,0
0.9160298341982868,0.08397016580171324,0,0
0.9996516564255216,0.00034834357447856664,0,0
0.596067634853339,0.4039323651466609,0,0
0.7695306269534633,0.23046937304653645,0,0
0.9882239826918328,0.011776017308167222,0,0
0.9997118270072002,0.0002881729927997612,0,0
0.9965273326454875,0.0034726673545125803,0,0
0.9996019446365473,0.0003980553634527725,0,0
0.9939042007532577,0.0060957992467422254,0,0
0.996775472673446,0.0032245273265540378,0,0
0.9996028535724779,0.0003971464275220805,0,0
0.07272918132921971,0.9272708186707803,0,1
0.9381915272990607,0.06180847270093909,0,0
0.9766261958766398,0.023373804123360088,0,0
0.9925942549016202,0.007405745098379708,0,0
0.9996563916888875,0.0003436083111124858,0,0
0.9620226080152074,0.03797739198479249,0,0
0.9824422921826805,0.01755770781731944,0,0
0.9999052491296626,9.475087033728672e-05,0,0
0.8884699711914485,0.1115300288085514,0,0
0.9830181021074321,0.01698189789256779,0,0
0.9395169810618548,0.06048301893814514,0,0
0.9936693238835569,0.006330676116443113,0,0
0.8278003582510476,0.1721996417489523,0,0
0.9965263151967437,0.0034736848032561668,0,0
0.9469161746404746,0.0530838253595255,0,0
0.8751340971764956,0.12486590282350427,0,0
0.998505763210859,0.0014942367891408411,0,0
0.9977627893555577,0.0022372106444422542,0,0
0.16180105885817953,0.8381989411418205,0,1
0.9982734193843804,0.0017265806156197036,0,0
0.9669832331462492,0.03301676685375079,0,0
0.998984462955067,0.0010155370449328638,0,0
0.9825093818016896,0.017490618198310468,0,0
0.9824172808130391,0.017582719186960888,0,0
0.949648693975548,0.05035130602445209,0,0
0.9984578585629369,0.0015421414370632095,0,0
0.9999202965223475,7.970347765239005e-05,0,0
0.9679039660232908,0.032096033976709196,0,0
0.7412104460627741,0.258789553937226,0,0
0.9995496309654665,0.00045036903453353076,0,0
