prob_artifact_free,Prediction_Probability,True_Label,Predicted_Label
0.9892883635880587,0.010711636411941228,0,0
0.8083494045660714,0.19165059543392887,0,0
0.977794554380608,0.02220544561939212,0,0
0.9830266871131912,0.016973312886808846,0,0
0.9780468710899939,0.021953128910006062,0,0
0.9722210055786839,0.027778994421316004,0,0
0.9910733922523336,0.008926607747666458,0,0
0.9963625404359456,0.0036374595640544256,0,0
0.9912172551065049,0.008782744893495035,0,0
0.9966899871245807,0.0033100128754192455,0,0
0.9712352384023055,0.0287647615976944,0,0
0.8227438338430512,0.17725616615694884,0,0
0.8408601602518415,0.15913983974815846,0,0
0.9892003018916772,0.010799698108322696,0,0
0.9823010570736498,0.017698942926350315,0,0
0.9831557382984923,0.016844261701507726,0,0
0.9968576468544982,0.0031423531455017544,0,0
0.7566635104683849,0.24333648953161513,0,0
0.9765454852415147,0.023454514758485253,0,0
0.9889731605971411,0.011026839402858998,0,0
0.9632485275823911,0.036751472417608885,0,0
0.8779546794433787,0.12204532055662136,0,0
0.9895759859619089,0.010424014038091149,0,0
0.9859670924787155,0.014032907521284402,0,0
0.9529077804203537,0.047092219579646294,0,0
0.9893268275463397,0.010673172453660338,0,0
0.9687543416446316,0.031245658355368463,0,0
0.7465094858899143,0.25349051411008583,0,0
0.9955597984471339,0.0044402015528659435,0,0
0.9796232538282165,0.020376746171783446,0,0
0.9950749471387859,0.004925052861214224,0,0
0.407544940620787,0.592455059379213,0,1
0.961976860978955,0.03802313902104509,0,0
0.9668159800221234,0.033184019977876685,0,0
0.4566846570201064,0.5433153429798936,0,0
0.9602894977457598,0.03971050225424013,0,0
0.9679946220842051,0.032005377915794955,0,0
0.9638232899768229,0.036176710023177024,0,0
0.9929989875549604,0.007001012445039638,0,0
0.9952645370439913,0.004735462956008556,0,0
0.9964202249773628,0.003579775022637174,0,0
0.9388697934602017,0.061130206539798226,0,0
0.988669057568287,0.011330942431713,0,0
0.7805449819503899,0.21945501804960987,0,0
0.9764104446689602,0.02358955533103974,0,0
0.9311266141416376,0.06887338585836233,0,0
0.9356166805575588,0.0643833194424411,0,0
0.9642738411188113,0.03572615888118874,0,0
0.9597336293426634,0.04026637065733661,0,0
0.9455773027531859,0.05442269724681413,0,0
0.9973657867557665,0.0026342132442333938,0,0
0.9766928984322473,0.02330710156775285,0,0
0.9725305750076062,0.027469424992393878,0,0
0.9693853445695051,0.030614655430494922,0,0
0.977729925977183,0.022270074022817023,0,0
0.9430974865834592,0.05690251341654078,0,0
0.9850063863586058,0.014993613641394045,0,0
0.9940039344540881,0.0059960655459119026,0,0
0.9984648234679359,0.0015351765320640919,0,0
0.9987787112293726,0.0012212887706276017,0,0
0.9833690719901642,0.016630928009835802,0,0
0.97538289070517,0.024617109294829975,0,0
0.9654387470598259,0.034561252940174,0,0
