prob_artifact_free,Prediction_Probability,True_Label,Predicted_Label
0.5252530613207413,0.47474693867925877,0,0
0.704979702968588,0.29502029703141175,0,0
0.9531808068269765,0.04681919317302356,0,0
0.9653918909992977,0.03460810900070243,0,0
0.9535353835914891,0.0464646164085108,0,0
0.9428597396496009,0.05714026035039905,0,0
0.09419479761301598,0.9058052023869839,0,1
0.9912094182204416,0.008790581779558302,0,0
0.9877829908535127,0.012217009146487203,0,0
0.7060275371892458,0.29397246281075423,0,0
0.915051173081929,0.08494882691807093,0,0
0.5969698375830751,0.4030301624169249,0,0
0.04325910167429617,0.9567408983257037,0,1
0.9830249370480729,0.016975062951927085,0,0
0.9376665081291267,0.06233349187087329,0,0
0.3015645038537808,0.6984354961462191,0,1
0.994987663893107,0.005012336106893006,0,0
0.3528479381343545,0.6471520618656453,0,1
0.985574285708071,0.014425714291928862,0,0
0.9921718132210795,0.007828186778920573,0,0
0.8791637166954874,0.12083628330451253,0,0
0.8722449371851944,0.12775506281480595,0,0
0.03972522368651742,0.9602747763134826,0,1
0.6416970967565241,0.35830290324347575,0,0
0.837834839471095,0.162165160528905,0,0
0.9902515469296244,0.009748453070375617,0,0
0.8619759181539061,0.13802408184609388,0,0
0.9117764969018396,0.08822350309816049,0,0
0.939168120479075,0.060831879520925045,0,0
0.9162860659382174,0.08371393406178243,0,0
0.9821886463262046,0.017811353673795435,0,0
0.009948324514982336,0.9900516754850177,0,1
0.8070341910184569,0.192965808981543,0,0
0.9097480670173459,0.09025193298265416,0,0
0.3391527683226875,0.6608472316773125,0,1
0.5991633025977994,0.4008366974022006,0,0
0.9099180214066813,0.0900819785933186,0,0
0.9384508838780199,0.06154911612198,0,0
0.9853363437625714,0.014663656237428584,0,0
0.8482092255304239,0.15179077446957592,0,0
0.6363607951588224,0.36363920484117745,0,0
0.6084964821989725,0.39150351780102766,0,0
0.9526489254366736,0.0473510745633265,0,0
0.6096823933922026,0.3903176066077974,0,0
0.9426368366440421,0.057363163355957814,0,0
0.7795844136232778,0.22041558637672226,0,0
0.509031302171448,0.49096869782855207,0,0
0.9732642251186473,0.02673577488135255,0,0
0.9301149106696628,0.06988508933033712,0,0
0.01781221552869527,0.9821877844713048,0,1
0.9867249589779441,0.013275041022055827,0,0
0.9343247014595869,0.06567529854041321,0,0
0.9601484494962521,0.03985155050374776,0,0
0.7152566076821133,0.28474339231788665,0,0
0.936752703050536,0.06324729694946406,0,0
0.8848683384746481,0.11513166152535202,0,0
0.9510274625818825,0.04897253741811749,0,0
0.9962981186339587,0.003701881366041333,0,0
0.6146814514283461,0.3853185485716538,0,0
0.01972698640497178,0.9802730135950282,0,1
0.9932724781563899,0.006727521843610004,0,0
0.993929360401882,0.006070639598118024,0,0
0.9269248402751749,0.0730751597248252,0,0
0.8852240976418875,0.11477590235811247,0,0
0.751651361057152,0.24834863894284798,0,0
0.9585617227487261,0.04143827725127399,0,0
0.8363315601468254,0.16366843985317467,0,0
0.030470806257671217,0.9695291937423288,0,1
0.1962045891065784,0.8037954108934217,0,1
0.08182369801652514,0.9181763019834748,0,1
0.921872476010453,0.07812752398954717,0,0
