Epoch,Image_Index,True_Label,Predicted_Label,Prediction_Probability
1,0,1.0,0.0,0.4646104574203491
1,1,1.0,0.0,0.35210350155830383
1,2,1.0,0.0,0.22017233073711395
1,3,1.0,0.0,0.17454254627227783
1,4,1.0,0.0,0.23113957047462463
1,5,1.0,0.0,0.28107258677482605
1,6,1.0,0.0,0.3410647213459015
1,7,0.0,0.0,0.252469003200531
1,8,1.0,0.0,0.39506664872169495
1,9,1.0,0.0,0.46207502484321594
1,10,1.0,0.0,0.4113326668739319
1,11,1.0,1.0,0.6111816167831421
1,12,1.0,0.0,0.44812580943107605
1,13,1.0,1.0,0.5317068099975586
1,14,1.0,0.0,0.43110552430152893
1,15,1.0,1.0,0.521883487701416
1,16,1.0,1.0,0.6488661766052246
1,17,1.0,1.0,0.6769730448722839
1,18,1.0,0.0,0.49913260340690613
1,19,1.0,1.0,0.8457602858543396
1,20,0.0,0.0,0.43314650654792786
1,21,1.0,1.0,0.6274207830429077
1,22,0.0,0.0,0.3439408242702484
1,23,1.0,1.0,0.735392153263092
1,24,0.0,1.0,0.62856525182724
1,25,0.0,1.0,0.6245161890983582
1,26,0.0,1.0,0.6541792154312134
1,27,1.0,1.0,0.9012573957443237
1,28,1.0,1.0,0.7058517932891846
1,29,0.0,1.0,0.6901566386222839
1,30,0.0,0.0,0.3867949843406677
1,31,0.0,1.0,0.5179188251495361
1,32,0.0,1.0,0.618340253829956
1,33,1.0,1.0,0.9356966018676758
1,34,1.0,1.0,0.9613764882087708
1,35,1.0,1.0,0.9306373596191406
1,36,1.0,1.0,0.8752582669258118
1,37,1.0,1.0,0.9096530079841614
1,38,0.0,1.0,0.565923273563385
1,39,1.0,1.0,0.9074292182922363
1,40,1.0,1.0,0.9219851493835449
1,41,0.0,1.0,0.6955658197402954
1,42,1.0,1.0,0.6714619994163513
1,43,1.0,1.0,0.6877853870391846
1,44,0.0,0.0,0.4744758605957031
1,45,1.0,1.0,0.7765219807624817
1,46,1.0,1.0,0.727704644203186
1,47,1.0,1.0,0.9173646569252014
1,48,1.0,1.0,0.9192339181900024
1,49,1.0,1.0,0.9133070111274719
1,50,0.0,0.0,0.2881861925125122
1,51,0.0,1.0,0.7038002014160156
1,52,1.0,1.0,0.9292082786560059
1,53,0.0,1.0,0.6762954592704773
1,54,0.0,0.0,0.4431055188179016
1,55,0.0,0.0,0.46512219309806824
1,56,1.0,1.0,0.8254907131195068
1,57,1.0,1.0,0.9216299057006836
1,58,0.0,1.0,0.5638548731803894
1,59,1.0,1.0,0.8277001976966858
1,60,0.0,1.0,0.5766662359237671
1,61,0.0,1.0,0.5330057144165039
1,62,0.0,0.0,0.42026180028915405
1,63,1.0,1.0,0.8056811690330505
1,64,1.0,1.0,0.923912763595581
1,65,1.0,1.0,0.9501768946647644
1,66,1.0,1.0,0.9141826629638672
1,67,1.0,1.0,0.9254856109619141
1,68,1.0,1.0,0.9734276533126831
1,69,1.0,1.0,0.9475246071815491
1,70,1.0,1.0,0.9764768481254578
1,71,1.0,1.0,0.9823637008666992
1,72,1.0,0.0,0.4786635935306549
1,73,1.0,1.0,0.9431853890419006
1,74,1.0,1.0,0.8231802582740784
1,75,1.0,1.0,0.9754970073699951
1,76,1.0,1.0,0.9624605774879456
1,77,0.0,1.0,0.5825034379959106
1,78,1.0,1.0,0.9079292416572571
1,79,0.0,1.0,0.7008824348449707
1,80,1.0,1.0,0.9430336952209473
1,81,1.0,1.0,0.930629312992096
1,82,1.0,1.0,0.9756001234054565
1,83,1.0,1.0,0.974685788154602
1,84,1.0,1.0,0.9847838878631592
1,85,1.0,1.0,0.9600971937179565
1,86,0.0,1.0,0.7482625246047974
1,87,1.0,1.0,0.9842821955680847
1,88,1.0,1.0,0.9873976111412048
1,89,1.0,1.0,0.9736574292182922
1,90,0.0,0.0,0.36717846989631653
1,91,1.0,1.0,0.914850652217865
1,92,1.0,1.0,0.9738450646400452
1,93,1.0,1.0,0.9254528284072876
1,94,0.0,0.0,0.27807512879371643
1,95,1.0,1.0,0.9897043108940125
1,96,0.0,0.0,0.37542256712913513
1,97,1.0,1.0,0.9726511836051941
1,98,0.0,1.0,0.5316253900527954
1,99,1.0,1.0,0.9899274706840515
1,100,1.0,1.0,0.9858869910240173
1,101,1.0,1.0,0.9861136078834534
1,102,1.0,1.0,0.9756812453269958
1,103,1.0,1.0,0.9823405742645264
1,104,1.0,1.0,0.9906306862831116
1,105,1.0,1.0,0.9641220569610596
1,106,0.0,1.0,0.7188206911087036
1,107,0.0,0.0,0.4570629596710205
1,108,1.0,1.0,0.950764000415802
1,109,1.0,1.0,0.9680744409561157
1,110,1.0,1.0,0.8587558269500732
1,111,1.0,1.0,0.9774117469787598
1,112,1.0,1.0,0.9938068389892578
1,113,1.0,1.0,0.9887992739677429
1,114,1.0,1.0,0.9812023639678955
1,115,1.0,1.0,0.9506378173828125
1,116,1.0,1.0,0.9841320514678955
1,117,1.0,1.0,0.9799337387084961
1,118,0.0,0.0,0.15312528610229492
1,119,0.0,0.0,0.18098270893096924
1,120,1.0,1.0,0.9643044471740723
1,121,1.0,1.0,0.9635658860206604
1,122,0.0,0.0,0.16056129336357117
1,123,1.0,1.0,0.980546772480011
1,124,1.0,1.0,0.9914485812187195
1,125,1.0,1.0,0.9929500818252563
1,126,0.0,0.0,0.11630269140005112
1,127,1.0,1.0,0.966280996799469
1,128,1.0,1.0,0.9464977383613586
1,129,1.0,1.0,0.986907958984375
1,130,1.0,1.0,0.9894434213638306
1,131,0.0,0.0,0.08714333921670914
1,132,1.0,1.0,0.9932419657707214
1,133,1.0,1.0,0.9933498501777649
1,134,0.0,0.0,0.13026398420333862
1,135,1.0,1.0,0.9773199558258057
1,136,1.0,1.0,0.9899227023124695
1,137,1.0,1.0,0.9912753105163574
1,138,1.0,1.0,0.977215588092804
1,139,1.0,1.0,0.9806432723999023
1,140,0.0,0.0,0.13170002400875092
1,141,1.0,1.0,0.8051384091377258
1,142,1.0,1.0,0.9891833066940308
1,143,1.0,1.0,0.8701737523078918
1,144,0.0,0.0,0.4207139015197754
1,145,0.0,0.0,0.15850050747394562
1,146,1.0,1.0,0.9535552859306335
1,147,1.0,1.0,0.9936309456825256
1,148,1.0,1.0,0.9810576438903809
1,149,1.0,1.0,0.9655748009681702
1,150,1.0,1.0,0.8033720254898071
1,151,1.0,1.0,0.8900597095489502
1,152,0.0,0.0,0.18418826162815094
1,153,0.0,0.0,0.31337711215019226
1,154,1.0,1.0,0.9866194725036621
1,155,1.0,1.0,0.9866167306900024
1,156,1.0,1.0,0.9855936169624329
1,157,1.0,1.0,0.9784756898880005
1,158,1.0,1.0,0.9928233623504639
1,159,1.0,1.0,0.9853700399398804
1,160,1.0,1.0,0.9275727272033691
1,161,0.0,0.0,0.14657633006572723
1,162,0.0,0.0,0.0523366704583168
1,163,1.0,1.0,0.9616630673408508
1,164,0.0,0.0,0.05626906082034111
1,165,0.0,0.0,0.23904381692409515
1,166,1.0,1.0,0.9770107865333557
1,167,1.0,1.0,0.9404053092002869
1,168,1.0,1.0,0.9812405705451965
1,169,0.0,0.0,0.15142600238323212
1,170,1.0,1.0,0.9943768382072449
1,171,1.0,1.0,0.9884698390960693
1,172,1.0,1.0,0.9739090800285339
1,173,0.0,1.0,0.60079026222229
