Epoch,Image_Index,True_Label,Predicted_Label,Prediction_Probability
1,0,0.0,0.0,0.4199553430080414
1,1,0.0,0.0,0.27589136362075806
1,2,0.0,1.0,0.6350777745246887
1,3,0.0,0.0,0.2324557900428772
1,4,0.0,0.0,0.4732613265514374
1,5,0.0,0.0,0.4803858995437622
1,6,0.0,0.0,0.40786364674568176
1,7,0.0,0.0,0.2780640423297882
1,8,0.0,0.0,0.4512428939342499
1,9,1.0,1.0,0.63043612241745
1,10,0.0,0.0,0.17486639320850372
1,11,0.0,0.0,0.3989146053791046
1,12,0.0,0.0,0.4995928704738617
1,13,0.0,0.0,0.2831614017486572
1,14,0.0,1.0,0.5653634667396545
1,15,0.0,1.0,0.5757765173912048
1,16,0.0,0.0,0.1237310990691185
1,17,0.0,0.0,0.14119215309619904
1,18,0.0,0.0,0.31350746750831604
1,19,0.0,0.0,0.11566994339227676
1,20,0.0,0.0,0.14000673592090607
1,21,0.0,0.0,0.2186094969511032
1,22,1.0,0.0,0.2773987650871277
1,23,0.0,0.0,0.13187207281589508
1,24,0.0,0.0,0.22192004323005676
1,25,0.0,0.0,0.19951751828193665
1,26,0.0,0.0,0.1176014170050621
1,27,0.0,0.0,0.18953707814216614
1,28,0.0,0.0,0.10516547411680222
1,29,0.0,0.0,0.1518959105014801
1,30,0.0,0.0,0.0944959819316864
1,31,0.0,0.0,0.18442411720752716
1,32,0.0,0.0,0.16371330618858337
1,33,0.0,0.0,0.13771900534629822
1,34,0.0,0.0,0.063592828810215
1,35,0.0,0.0,0.05166326463222504
1,36,1.0,0.0,0.1695740520954132
1,37,0.0,0.0,0.08606770634651184
1,38,0.0,0.0,0.06585641950368881
1,39,0.0,0.0,0.07443781197071075
1,40,1.0,0.0,0.17406687140464783
1,41,0.0,0.0,0.05442425608634949
1,42,1.0,0.0,0.20810240507125854
1,43,0.0,0.0,0.08154165744781494
1,44,0.0,0.0,0.04824068024754524
1,45,0.0,0.0,0.13325631618499756
1,46,0.0,0.0,0.24529188871383667
1,47,0.0,0.0,0.04539841040968895
1,48,0.0,0.0,0.06718269735574722
1,49,0.0,0.0,0.057147081941366196
1,50,0.0,0.0,0.04574597626924515
1,51,0.0,0.0,0.09671612083911896
1,52,0.0,0.0,0.08662557601928711
1,53,0.0,0.0,0.0682036355137825
1,54,0.0,0.0,0.03190160170197487
1,55,0.0,0.0,0.021718168631196022
1,56,0.0,0.0,0.054788198322057724
1,57,0.0,0.0,0.05317850410938263
1,58,1.0,0.0,0.1246100664138794
1,59,0.0,0.0,0.07747020572423935
1,60,0.0,0.0,0.012995927594602108
1,61,0.0,0.0,0.031363945454359055
1,62,0.0,0.0,0.045910295099020004
1,63,0.0,0.0,0.0524456650018692
1,64,0.0,0.0,0.02324526011943817
1,65,0.0,0.0,0.08265291899442673
1,66,0.0,0.0,0.024452755227684975
1,67,0.0,0.0,0.028519978746771812
1,68,0.0,0.0,0.022623827680945396
1,69,0.0,0.0,0.01984994485974312
1,70,0.0,0.0,0.1625964343547821
1,71,0.0,0.0,0.03974303603172302
1,72,0.0,0.0,0.03769998997449875
1,73,0.0,0.0,0.06360040605068207
1,74,0.0,0.0,0.06873714178800583
1,75,0.0,0.0,0.010659237392246723
1,76,0.0,0.0,0.01023602019995451
1,77,0.0,0.0,0.015603344887495041
1,78,0.0,0.0,0.039930108934640884
1,79,0.0,0.0,0.017073461785912514
1,80,0.0,0.0,0.0181364044547081
1,81,0.0,0.0,0.039423827081918716
1,82,0.0,0.0,0.010594649240374565
1,83,0.0,0.0,0.058272719383239746
1,84,0.0,0.0,0.028154298663139343
1,85,0.0,0.0,0.02487512305378914
1,86,0.0,0.0,0.011478384956717491
1,87,0.0,0.0,0.015380136668682098
1,88,0.0,0.0,0.09420982748270035
1,89,1.0,0.0,0.20453526079654694
1,90,0.0,0.0,0.04374217242002487
1,91,0.0,0.0,0.09965211153030396
1,92,0.0,0.0,0.011017275042831898
1,93,0.0,0.0,0.09930787980556488
1,94,0.0,0.0,0.007216118276119232
1,95,0.0,0.0,0.031568944454193115
1,96,0.0,0.0,0.022058602422475815
1,97,0.0,0.0,0.01978367567062378
1,98,0.0,0.0,0.00695456238463521
1,99,0.0,0.0,0.011624295264482498
1,100,0.0,0.0,0.006511481013149023
1,101,0.0,0.0,0.008841038681566715
1,102,0.0,0.0,0.009689913131296635
1,103,0.0,0.0,0.008585404604673386
1,104,0.0,0.0,0.006531073246151209
1,105,0.0,0.0,0.01105621550232172
1,106,0.0,0.0,0.040608540177345276
1,107,0.0,0.0,0.0028059124015271664
1,108,0.0,0.0,0.017428245395421982
1,109,0.0,0.0,0.02073604241013527
1,110,0.0,0.0,0.0034389058127999306
1,111,0.0,0.0,0.02192993275821209
1,112,0.0,0.0,0.006005363073199987
1,113,0.0,0.0,0.003027342725545168
1,114,1.0,0.0,0.22130489349365234
1,115,0.0,0.0,0.011280051432549953
1,116,0.0,0.0,0.003795580705627799
1,117,0.0,0.0,0.002006091410294175
1,118,0.0,0.0,0.021642936393618584
1,119,0.0,0.0,0.005752138327807188
1,120,0.0,0.0,0.003295667702332139
1,121,0.0,0.0,0.07757829874753952
1,122,1.0,0.0,0.3753465414047241
1,123,0.0,0.0,0.018532637506723404
1,124,0.0,0.0,0.0016541894292458892
1,125,0.0,0.0,0.012962635606527328
1,126,0.0,0.0,0.007438223343342543
1,127,0.0,0.0,0.010288155637681484
1,128,0.0,0.0,0.014855433255434036
1,129,1.0,0.0,0.11619607359170914
1,130,0.0,0.0,0.007532387040555477
1,131,0.0,0.0,0.017328443005681038
1,132,0.0,0.0,0.017394285649061203
1,133,0.0,0.0,0.02851995639503002
1,134,0.0,0.0,0.00376191851682961
1,135,0.0,0.0,0.004299512133002281
1,136,1.0,0.0,0.35958433151245117
1,137,0.0,0.0,0.008877339772880077
1,138,1.0,0.0,0.04706362262368202
1,139,1.0,0.0,0.01980721391737461
1,140,0.0,0.0,0.029389705508947372
1,141,0.0,0.0,0.037786416709423065
1,142,0.0,0.0,0.0024528854992240667
1,143,0.0,0.0,0.0056995125487446785
1,144,0.0,0.0,0.009449027478694916
1,145,0.0,0.0,0.023910628631711006
1,146,0.0,0.0,0.010593390092253685
1,147,0.0,0.0,0.004361400380730629
1,148,0.0,0.0,0.01004588883370161
1,149,0.0,0.0,0.0013626782456412911
1,150,0.0,0.0,0.004807352088391781
1,151,0.0,0.0,0.010450554080307484
1,152,0.0,0.0,0.0049721174873411655
1,153,1.0,0.0,0.3203648626804352
1,154,0.0,0.0,0.01806502975523472
1,155,0.0,0.0,0.03821417689323425
1,156,1.0,0.0,0.07715000957250595
1,157,0.0,0.0,0.0022349227219820023
1,158,0.0,0.0,0.0018122385954484344
1,159,0.0,0.0,0.005848117172718048
1,160,0.0,0.0,0.021164545789361
1,161,0.0,0.0,0.00534779904410243
1,162,0.0,0.0,0.0032034164760261774
1,163,0.0,0.0,0.012356968596577644
1,164,0.0,0.0,0.003283341648057103
1,165,1.0,0.0,0.06508083641529083
1,166,0.0,0.0,0.003495279001072049
1,167,0.0,0.0,0.02736668847501278
1,168,0.0,0.0,0.009032486006617546
1,169,1.0,0.0,0.03768368810415268
1,170,1.0,1.0,0.7356923222541809
1,171,0.0,0.0,0.008482595905661583
1,172,0.0,0.0,0.01201624609529972
1,173,0.0,0.0,0.006554530002176762
1,174,0.0,0.0,0.0052424040623009205
1,175,0.0,0.0,0.0067191594280302525
1,176,0.0,0.0,0.007228847127407789
1,177,0.0,0.0,0.010044509544968605
1,178,0.0,0.0,0.046265698969364166
1,179,0.0,0.0,0.011943837627768517
1,180,0.0,0.0,0.018610995262861252
1,181,0.0,0.0,0.17220959067344666
1,182,0.0,0.0,0.008051161654293537
1,183,0.0,0.0,0.025156129151582718
1,184,0.0,0.0,0.006184752099215984
1,185,0.0,0.0,0.009679381735622883
1,186,0.0,0.0,0.017251959070563316
1,187,0.0,0.0,0.022579679265618324
1,188,0.0,0.0,0.006708869244903326
1,189,0.0,0.0,0.0032263726461678743
1,190,0.0,0.0,0.010820341296494007
1,191,0.0,0.0,0.033326875418424606
1,192,0.0,0.0,0.10954887419939041
1,193,0.0,0.0,0.08530032634735107
1,194,1.0,1.0,0.5827386379241943
1,195,0.0,0.0,0.01484550628811121
1,196,0.0,0.0,0.01626700349152088
1,197,1.0,0.0,0.17972081899642944
1,198,0.0,0.0,0.008015722967684269
1,199,1.0,0.0,0.12698514759540558
1,200,0.0,0.0,0.04307401180267334
1,201,0.0,0.0,0.01465870812535286
1,202,0.0,0.0,0.023673804476857185
1,203,0.0,0.0,0.013631519861519337
1,204,0.0,0.0,0.008258922025561333
1,205,0.0,0.0,0.01878282241523266
1,206,0.0,0.0,0.005826985463500023
1,207,0.0,0.0,0.013165122829377651
1,208,0.0,0.0,0.020390130579471588
1,209,0.0,0.0,0.09973477572202682
1,210,0.0,0.0,0.09034780412912369
1,211,0.0,0.0,0.025445811450481415
1,212,0.0,0.0,0.010670426301658154
1,213,0.0,0.0,0.008263790048658848
1,214,0.0,0.0,0.02247435227036476
1,215,0.0,0.0,0.010436602868139744
1,216,1.0,0.0,0.25224098563194275
1,217,0.0,0.0,0.01604529470205307
1,218,0.0,0.0,0.030040491372346878
1,219,0.0,0.0,0.03654611110687256
1,220,0.0,0.0,0.013402125798165798
1,221,0.0,0.0,0.018724458292126656
1,222,0.0,0.0,0.03084743767976761
1,223,0.0,0.0,0.12904387712478638
1,224,0.0,0.0,0.019250961020588875
1,225,1.0,1.0,0.9600486159324646
1,226,0.0,0.0,0.1180945560336113
1,227,0.0,0.0,0.01566176675260067
1,228,0.0,0.0,0.021635035052895546
1,229,0.0,0.0,0.010289370082318783
1,230,0.0,0.0,0.21798688173294067
1,231,0.0,0.0,0.03962273150682449
1,232,0.0,0.0,0.14200086891651154
1,233,1.0,1.0,0.7234861254692078
1,234,0.0,0.0,0.06906053423881531
1,235,0.0,0.0,0.03389870375394821
1,236,0.0,0.0,0.1720864623785019
1,237,0.0,0.0,0.27829962968826294
1,238,1.0,1.0,0.8596636056900024
1,239,0.0,0.0,0.061779920011758804
1,240,0.0,0.0,0.02623760513961315
1,241,0.0,0.0,0.039915088564157486
1,242,0.0,0.0,0.0658862292766571
1,243,0.0,0.0,0.11955032497644424
1,244,0.0,0.0,0.015137003734707832
1,245,0.0,0.0,0.020124273374676704
1,246,0.0,0.0,0.3398818075656891
1,247,0.0,0.0,0.057167697697877884
1,248,0.0,0.0,0.06571273505687714
1,249,0.0,0.0,0.08754676580429077
1,250,0.0,0.0,0.02728019654750824
1,251,0.0,0.0,0.065476194024086
1,252,1.0,1.0,0.9605609774589539
1,253,0.0,0.0,0.057836513966321945
1,254,0.0,0.0,0.06155656650662422
1,255,0.0,0.0,0.015845153480768204
1,256,1.0,1.0,0.857270359992981
1,257,1.0,1.0,0.8223038911819458
1,258,0.0,0.0,0.08985445648431778
1,259,0.0,0.0,0.13308636844158173
1,260,0.0,0.0,0.047609128057956696
1,261,0.0,0.0,0.014946404844522476
1,262,0.0,0.0,0.08657053112983704
1,263,0.0,0.0,0.17293688654899597
1,264,0.0,0.0,0.3099729120731354
1,265,0.0,0.0,0.10772798210382462
1,266,0.0,0.0,0.19151060283184052
1,267,0.0,0.0,0.124721460044384
1,268,0.0,0.0,0.31727418303489685
1,269,0.0,0.0,0.2881545126438141
1,270,1.0,1.0,0.7723365426063538
1,271,0.0,0.0,0.018597986549139023
1,272,0.0,0.0,0.04965299740433693
1,273,1.0,1.0,0.9887291193008423
1,274,0.0,0.0,0.03203617408871651
1,275,0.0,0.0,0.013710597530007362
1,276,0.0,0.0,0.0915752574801445
1,277,1.0,1.0,0.9373316168785095
1,278,1.0,1.0,0.9209802746772766
1,279,0.0,0.0,0.06390778720378876
1,280,0.0,0.0,0.21451005339622498
1,281,0.0,0.0,0.03331686183810234
1,282,0.0,0.0,0.10337943583726883
1,283,0.0,0.0,0.059911396354436874
1,284,0.0,0.0,0.032212112098932266
1,285,0.0,0.0,0.05047457665205002
1,286,0.0,0.0,0.13622041046619415
1,287,0.0,0.0,0.00630432553589344
1,288,1.0,1.0,0.9000030755996704
1,289,0.0,0.0,0.11793816834688187
1,290,0.0,0.0,0.00876541342586279
1,291,0.0,0.0,0.006962222512811422
1,292,0.0,0.0,0.01281430572271347
1,293,0.0,0.0,0.02996431104838848
1,294,0.0,0.0,0.018999531865119934
1,295,0.0,0.0,0.04902717098593712
1,296,0.0,0.0,0.019100302830338478
1,297,0.0,0.0,0.018661266192793846
1,298,0.0,0.0,0.01901905983686447
1,299,1.0,1.0,0.9161843657493591
1,300,0.0,0.0,0.043126411736011505
1,301,0.0,0.0,0.07052797079086304
1,302,0.0,0.0,0.01839839667081833
1,303,0.0,0.0,0.010323318652808666
1,304,0.0,0.0,0.48018184304237366
1,305,0.0,0.0,0.05312928929924965
1,306,0.0,0.0,0.005830696318298578
1,307,0.0,0.0,0.05216852203011513
