Epoch,Image_Index,True_Label,Predicted_Label,Prediction_Probability
1,0,1.0,1.0,0.5155504941940308
1,1,1.0,0.0,0.4867147207260132
1,2,1.0,1.0,0.5112416744232178
1,3,0.0,0.0,0.4840834140777588
1,4,1.0,0.0,0.4795297086238861
1,5,1.0,0.0,0.4718983769416809
1,6,0.0,0.0,0.13457436859607697
1,7,0.0,0.0,0.31234583258628845
1,8,1.0,0.0,0.32666146755218506
1,9,1.0,0.0,0.46515217423439026
1,10,0.0,0.0,0.3501046299934387
1,11,1.0,1.0,0.5984769463539124
1,12,1.0,1.0,0.6443047523498535
1,13,1.0,0.0,0.49041175842285156
1,14,1.0,1.0,0.612940788269043
1,15,1.0,0.0,0.47203490138053894
1,16,1.0,1.0,0.5385352969169617
1,17,0.0,1.0,0.5775718688964844
1,18,0.0,0.0,0.3811330795288086
1,19,1.0,0.0,0.29369911551475525
1,20,1.0,1.0,0.8393349647521973
1,21,1.0,1.0,0.8429057598114014
1,22,1.0,1.0,0.8411097526550293
1,23,1.0,1.0,0.5758669376373291
1,24,1.0,1.0,0.7989740967750549
1,25,0.0,1.0,0.7279102206230164
1,26,1.0,0.0,0.47209346294403076
1,27,1.0,1.0,0.7815251350402832
1,28,0.0,1.0,0.707180380821228
1,29,1.0,1.0,0.733811616897583
1,30,1.0,1.0,0.59539794921875
1,31,1.0,1.0,0.7377269864082336
1,32,1.0,1.0,0.9384624361991882
1,33,1.0,1.0,0.8836973905563354
1,34,0.0,0.0,0.42198169231414795
1,35,0.0,0.0,0.49125802516937256
1,36,1.0,1.0,0.8002680540084839
1,37,1.0,1.0,0.9270859956741333
1,38,1.0,1.0,0.7870485782623291
1,39,1.0,1.0,0.7239574193954468
1,40,1.0,1.0,0.8761557936668396
1,41,1.0,1.0,0.8913559317588806
1,42,1.0,1.0,0.9665294885635376
1,43,0.0,1.0,0.5832616686820984
1,44,1.0,1.0,0.9452835917472839
1,45,1.0,1.0,0.9401686787605286
1,46,1.0,1.0,0.9387981295585632
1,47,1.0,1.0,0.9309175610542297
1,48,0.0,1.0,0.6429920196533203
1,49,1.0,1.0,0.5582543015480042
1,50,1.0,1.0,0.907278299331665
1,51,1.0,1.0,0.9172537922859192
1,52,1.0,1.0,0.9697542786598206
1,53,1.0,1.0,0.9618396759033203
1,54,1.0,1.0,0.9659082293510437
1,55,0.0,1.0,0.6385295391082764
1,56,1.0,1.0,0.5823814868927002
1,57,1.0,1.0,0.9665888547897339
1,58,1.0,1.0,0.7937244176864624
1,59,1.0,1.0,0.8633240461349487
1,60,1.0,1.0,0.9740378856658936
1,61,1.0,1.0,0.9584892988204956
1,62,1.0,1.0,0.9853927493095398
1,63,1.0,1.0,0.9253889322280884
1,64,1.0,1.0,0.9786657691001892
1,65,0.0,0.0,0.4713675081729889
1,66,0.0,1.0,0.7582564949989319
1,67,1.0,1.0,0.9541546702384949
1,68,1.0,1.0,0.8152894973754883
1,69,1.0,1.0,0.8870906829833984
1,70,1.0,1.0,0.9843301177024841
1,71,0.0,1.0,0.7609366178512573
1,72,1.0,1.0,0.9802218079566956
1,73,0.0,1.0,0.5846092104911804
1,74,1.0,1.0,0.7329541444778442
1,75,1.0,1.0,0.7759661078453064
1,76,0.0,0.0,0.35283124446868896
1,77,0.0,1.0,0.5413042902946472
1,78,0.0,1.0,0.5945152044296265
1,79,1.0,1.0,0.9381937384605408
1,80,0.0,1.0,0.5996559262275696
1,81,1.0,1.0,0.9724536538124084
1,82,1.0,1.0,0.9464957118034363
1,83,1.0,1.0,0.9705647826194763
1,84,1.0,1.0,0.8740894794464111
1,85,1.0,1.0,0.9924873113632202
1,86,1.0,1.0,0.763457179069519
1,87,1.0,1.0,0.9756264686584473
1,88,1.0,1.0,0.9935407042503357
1,89,1.0,1.0,0.9948478937149048
1,90,1.0,1.0,0.936647355556488
1,91,1.0,1.0,0.9558250904083252
1,92,1.0,1.0,0.9176530838012695
1,93,1.0,1.0,0.9704890847206116
1,94,1.0,1.0,0.9923726320266724
1,95,1.0,1.0,0.8515982627868652
1,96,0.0,0.0,0.27527737617492676
1,97,0.0,0.0,0.40064749121665955
1,98,0.0,0.0,0.2653832733631134
1,99,1.0,1.0,0.9793175458908081
1,100,1.0,1.0,0.9957200884819031
1,101,1.0,1.0,0.9963597655296326
1,102,1.0,1.0,0.8701624870300293
1,103,1.0,1.0,0.986048698425293
1,104,1.0,1.0,0.9944349527359009
1,105,0.0,0.0,0.19694910943508148
1,106,1.0,1.0,0.9874531626701355
1,107,1.0,1.0,0.908453106880188
1,108,1.0,1.0,0.9942545294761658
1,109,1.0,1.0,0.9923231601715088
1,110,1.0,1.0,0.9963010549545288
1,111,1.0,1.0,0.7883142232894897
1,112,1.0,1.0,0.9966716766357422
1,113,1.0,1.0,0.9901927709579468
1,114,1.0,1.0,0.9435632824897766
1,115,1.0,1.0,0.980480968952179
1,116,1.0,1.0,0.9973082542419434
1,117,1.0,1.0,0.92952561378479
1,118,1.0,1.0,0.8342058658599854
1,119,1.0,1.0,0.9766422510147095
1,120,1.0,1.0,0.9883571267127991
1,121,1.0,1.0,0.8584784865379333
1,122,1.0,1.0,0.7093030214309692
1,123,0.0,0.0,0.26598280668258667
1,124,1.0,1.0,0.9961585402488708
1,125,0.0,1.0,0.6338998079299927
1,126,1.0,1.0,0.9365076422691345
1,127,1.0,1.0,0.9803977012634277
1,128,1.0,1.0,0.9719127416610718
1,129,1.0,1.0,0.993726372718811
1,130,0.0,1.0,0.5582324266433716
1,131,1.0,1.0,0.9579595923423767
1,132,1.0,1.0,0.9056105613708496
1,133,1.0,1.0,0.8662487268447876
1,134,1.0,1.0,0.9902395009994507
1,135,1.0,1.0,0.8145105838775635
1,136,1.0,1.0,0.9969156980514526
1,137,1.0,1.0,0.993984043598175
1,138,1.0,1.0,0.9701666235923767
1,139,1.0,1.0,0.97896409034729
1,140,1.0,1.0,0.9961750507354736
1,141,1.0,1.0,0.9911632537841797
1,142,1.0,1.0,0.9951317310333252
