Epoch,Phase,Image_Index,True_Label,Predicted_Label,Prediction_Probability
1,test,0,0.0,0.0,2.9408059987190427e-08
1,test,1,0.0,0.0,6.268945917931035e-10
1,test,2,0.0,0.0,9.404996603734617e-08
1,test,3,0.0,0.0,0.0032910925801843405
1,test,4,0.0,0.0,3.7575006994750026e-10
1,test,5,0.0,0.0,2.7093935983657502e-08
1,test,6,0.0,1.0,0.9983737468719482
1,test,7,0.0,0.0,2.2367585561511305e-10
1,test,8,0.0,0.0,7.096439730958082e-06
1,test,9,0.0,0.0,6.044661299275944e-11
1,test,10,0.0,0.0,5.3646428568754345e-05
1,test,11,0.0,0.0,1.6947281356038957e-09
1,test,12,0.0,0.0,5.54177703726566e-10
1,test,13,0.0,0.0,1.3979414958953384e-08
1,test,14,0.0,0.0,6.181119829307136e-07
1,test,15,0.0,0.0,2.6402576125406085e-08
1,test,16,0.0,0.0,1.549806533107656e-10
1,test,17,0.0,1.0,0.9996519088745117
1,test,18,0.0,0.0,0.015576415695250034
1,test,19,0.0,0.0,8.790608241326936e-10
1,test,20,0.0,0.0,2.0170334380509303e-07
1,test,21,0.0,0.0,2.918257024919768e-10
1,test,22,0.0,0.0,0.00012234412133693695
1,test,23,0.0,0.0,5.241110212494959e-09
1,test,24,0.0,0.0,2.627470723631786e-13
1,test,25,0.0,0.0,9.730163128551794e-07
1,test,26,0.0,0.0,3.5296452427502345e-09
1,test,27,0.0,0.0,1.586733873182311e-07
1,test,28,0.0,0.0,7.391506073872733e-08
1,test,29,0.0,0.0,0.0037407618947327137
1,test,30,0.0,0.0,1.6913896498660375e-12
1,test,31,0.0,0.0,9.316391697211657e-06
1,test,32,0.0,0.0,2.281516309210474e-08
1,test,33,0.0,0.0,7.877272167888805e-08
1,test,34,0.0,1.0,0.9993420243263245
1,test,35,0.0,0.0,2.1715518983000948e-07
1,test,36,0.0,0.0,3.5511337870275383e-08
1,test,37,0.0,0.0,6.521558680105954e-05
1,test,38,0.0,0.0,1.3404868326460928e-09
1,test,39,0.0,0.0,6.017501774646661e-11
1,test,40,0.0,0.0,1.096042947699126e-13
1,test,41,0.0,0.0,6.076110992125905e-08
1,test,42,0.0,0.0,5.983318840385721e-10
1,test,43,0.0,0.0,2.0769864761405188e-07
1,test,44,0.0,0.0,1.765575796675023e-09
1,test,45,0.0,0.0,6.054307055691766e-11
1,test,46,0.0,0.0,1.1013392395398114e-05
1,test,47,0.0,0.0,2.3334955301379523e-07
1,test,48,0.0,1.0,0.9986598491668701
1,test,49,0.0,0.0,2.0117569833815547e-16
1,test,50,0.0,0.0,1.4225682321011845e-07
1,test,51,0.0,0.0,2.1723983723020979e-10
1,test,52,0.0,0.0,4.858117241823834e-10
1,test,53,0.0,0.0,4.864564471063204e-05
1,test,54,0.0,0.0,2.1357336038585473e-11
1,test,55,0.0,0.0,5.745224740394406e-08
1,test,56,0.0,1.0,0.999998927116394
1,test,57,0.0,0.0,7.802103851872744e-08
1,test,58,0.0,0.0,2.1871789102068107e-10
1,test,59,0.0,0.0,1.6579479122924567e-08
1,test,60,0.0,0.0,3.3232884106837446e-06
1,test,61,0.0,0.0,1.408348021536554e-10
1,test,62,0.0,0.0,0.017388533800840378
1,test,63,0.0,0.0,0.1678759604692459
1,test,64,0.0,0.0,7.785084017086774e-05
1,test,65,0.0,0.0,3.901623557567291e-08
1,test,66,0.0,0.0,0.0001568653533468023
1,test,67,0.0,0.0,2.539879861984673e-09
1,test,68,0.0,0.0,0.0001937422639457509
1,test,69,0.0,0.0,0.0003749540774151683
1,test,70,0.0,0.0,1.9350929392203398e-07
1,test,71,0.0,1.0,0.9999992847442627
1,test,72,0.0,0.0,1.5261530705856785e-08
1,test,73,0.0,0.0,2.87660758928332e-12
1,test,74,0.0,0.0,2.14729428682503e-10
1,test,75,0.0,0.0,2.2220515347726177e-06
1,test,76,0.0,0.0,1.418382300499843e-09
1,test,77,0.0,0.0,3.8863567919378283e-10
1,test,78,0.0,0.0,2.900838680375273e-09
1,test,79,0.0,0.0,8.157885034165702e-09
1,test,80,0.0,0.0,0.0017659511649981141
1,test,81,0.0,0.0,3.435098594462005e-10
1,test,82,0.0,1.0,0.9756635427474976
1,test,83,0.0,0.0,2.6997082347435253e-10
1,test,84,0.0,0.0,9.218866989235686e-12
1,test,85,0.0,0.0,5.4401329663278375e-08
1,test,86,0.0,1.0,1.0
1,test,87,0.0,0.0,3.261927949971266e-10
1,test,88,0.0,0.0,1.1161474503751379e-05
1,test,89,0.0,0.0,6.397294499693729e-11
1,test,90,0.0,0.0,3.971407568315044e-05
1,test,91,0.0,0.0,7.77288775566376e-08
1,test,92,0.0,0.0,1.272122164552858e-11
1,test,93,0.0,0.0,0.0004451087152119726
1,test,94,0.0,0.0,1.0765388580580293e-08
1,test,95,0.0,0.0,1.0678643036499125e-07
1,test,96,0.0,0.0,3.7169931577096804e-09
1,test,97,0.0,0.0,1.0799219591489662e-12
1,test,98,0.0,0.0,8.286599495477276e-07
1,test,99,0.0,0.0,4.0172636772695114e-07
1,test,100,0.0,0.0,4.363462480228009e-09
1,test,101,0.0,0.0,1.7087579615160386e-11
1,test,102,0.0,0.0,0.4708627760410309
1,test,103,0.0,0.0,1.3979441604305975e-08
1,test,104,0.0,0.0,1.4198428743839031e-06
1,test,105,0.0,0.0,9.274447876350678e-10
1,test,106,0.0,0.0,2.3123430947791235e-10
1,test,107,0.0,0.0,1.2619283396020364e-08
1,test,108,0.0,0.0,1.6198961061419936e-09
1,test,109,0.0,0.0,2.411322252982018e-10
1,test,110,0.0,0.0,3.762949674079863e-11
1,test,111,0.0,0.0,1.4994018526781616e-10
1,test,112,0.0,0.0,4.511979678767375e-09
1,test,113,0.0,0.0,3.391283769360598e-07
1,test,114,0.0,1.0,0.9705397486686707
1,test,115,0.0,0.0,3.986719718795939e-07
1,test,116,0.0,0.0,9.772553312359378e-06
1,test,117,0.0,0.0,1.9492046865465795e-11
1,test,118,0.0,0.0,3.953301241921281e-09
1,test,119,0.0,0.0,0.000624468841124326
1,test,120,0.0,0.0,1.6823943838062405e-07
1,test,121,0.0,0.0,5.619655780719768e-07
1,test,122,0.0,0.0,1.8651398203672898e-09
1,test,123,0.0,0.0,1.3002607879286643e-09
1,test,124,0.0,0.0,7.497926617361372e-06
1,test,125,0.0,0.0,3.732510833742708e-08
1,test,126,0.0,0.0,7.0020069742326996e-09
1,test,127,0.0,0.0,4.575139556095564e-08
1,test,128,0.0,0.0,0.00015581943443976343
1,test,129,0.0,0.0,0.0016374120023101568
1,test,130,0.0,0.0,1.3241623353366094e-09
1,test,131,0.0,1.0,0.9999998807907104
1,test,132,0.0,0.0,3.933658954125008e-11
1,test,133,0.0,0.0,2.367715751461219e-05
1,test,134,0.0,0.0,3.915069601845289e-09
1,test,135,0.0,0.0,9.338195923191961e-07
1,test,136,0.0,0.0,0.0005714668659493327
1,test,137,0.0,0.0,1.1344694961223922e-08
1,test,138,0.0,0.0,4.1588704702277823e-11
1,test,139,0.0,0.0,2.2666130305992738e-08
1,test,140,0.0,0.0,2.9926712150074586e-12
1,test,141,0.0,0.0,1.1459477811115448e-08
1,test,142,0.0,0.0,7.896874620882954e-08
1,test,143,0.0,0.0,2.8853974072262645e-06
1,test,144,0.0,1.0,0.9998914003372192
1,test,145,0.0,0.0,2.369230589494009e-09
1,test,146,0.0,0.0,1.0316979270896809e-08
1,test,147,0.0,0.0,1.7685196951333637e-07
1,test,148,0.0,0.0,1.2186301447114634e-11
1,test,149,0.0,0.0,2.242399155250041e-08
1,test,150,0.0,0.0,2.7981737730442546e-05
1,test,151,0.0,0.0,8.311113219861e-08
1,test,152,0.0,0.0,8.725209998949879e-10
1,test,153,0.0,1.0,1.0
1,test,154,0.0,0.0,0.29154664278030396
1,test,155,0.0,0.0,1.1133234067983722e-07
1,test,156,0.0,0.0,1.0815178086431843e-07
1,test,157,0.0,0.0,2.6146078635491676e-09
1,test,158,0.0,0.0,1.3146513992978726e-06
1,test,159,0.0,0.0,1.3709014479168502e-10
1,test,160,0.0,0.0,5.119329404834616e-09
1,test,161,0.0,1.0,1.0
1,test,162,0.0,0.0,4.9105040034191916e-09
1,test,163,0.0,0.0,2.331333792682244e-09
1,test,164,0.0,0.0,4.807332842915457e-08
1,test,165,0.0,0.0,2.181922177657558e-12
1,test,166,0.0,0.0,7.5521962017433e-09
1,test,167,0.0,0.0,0.0005398520734161139
1,test,168,0.0,0.0,1.5379519027192146e-05
1,test,169,0.0,0.0,2.162714096698437e-08
1,test,170,0.0,0.0,1.256736381627377e-10
1,test,171,0.0,0.0,3.144798554899353e-08
1,test,172,0.0,0.0,7.897424381120288e-10
1,test,173,0.0,0.0,3.276630650361767e-06
1,test,174,0.0,0.0,1.9541352980212423e-09
1,test,175,0.0,0.0,3.07682941624865e-11
1,test,176,0.0,0.0,0.00010166560969082639
1,test,177,0.0,0.0,3.1679614487245544e-10
1,test,178,0.0,0.0,5.00661911928546e-09
1,test,179,0.0,0.0,5.870604566707294e-13
1,test,180,0.0,0.0,0.00023902894463390112
1,test,181,0.0,0.0,4.3942243621586385e-08
1,test,182,0.0,0.0,5.103428346586725e-09
1,test,183,0.0,0.0,1.739697931069442e-14
1,test,184,0.0,1.0,0.9999998807907104
1,test,185,0.0,0.0,1.2608028336635879e-11
1,test,186,0.0,0.0,1.0790139398295095e-12
1,test,187,0.0,0.0,8.565740339250283e-10
1,test,188,0.0,0.0,1.619424906673661e-11
1,test,189,0.0,0.0,2.9145084567971935e-07
1,test,190,0.0,0.0,0.18611036241054535
1,test,191,0.0,0.0,4.609591527926504e-11
1,test,192,0.0,0.0,4.586609793477692e-05
1,test,193,0.0,0.0,0.008369911462068558
1,test,194,0.0,0.0,1.6399580360371147e-08
1,test,195,0.0,0.0,6.523124818080817e-10
1,test,196,0.0,0.0,1.7616130776332284e-07
1,test,197,0.0,0.0,1.7394735651876658e-09
1,test,198,0.0,0.0,1.9174549947820196e-08
1,test,199,0.0,0.0,0.01812770962715149
1,test,200,0.0,0.0,6.143907049782626e-10
1,test,201,0.0,0.0,5.032087528888951e-07
1,test,202,0.0,0.0,5.0552813490867266e-08
1,test,203,0.0,0.0,5.019620830104543e-10
1,test,204,0.0,0.0,7.3325980842753324e-09
1,test,205,0.0,0.0,3.0503574635076802e-06
1,test,206,0.0,0.0,5.1335089665371925e-05
1,test,207,0.0,0.0,3.6528453506434744e-07
1,test,208,0.0,0.0,3.6012997384204937e-07
1,test,209,0.0,0.0,6.308076457017808e-12
1,test,210,0.0,0.0,1.310703212631381e-10
1,test,211,0.0,1.0,0.9994972944259644
1,test,212,0.0,0.0,2.773599960814721e-10
1,test,213,0.0,0.0,1.1079195871843694e-07
1,test,214,0.0,0.0,3.845297769089484e-08
1,test,215,0.0,0.0,0.47801658511161804
1,test,216,0.0,0.0,1.8264844356963295e-06
1,test,217,0.0,0.0,0.13056646287441254
1,test,218,0.0,0.0,0.00027892040088772774
1,test,219,0.0,0.0,2.3086335065869434e-09
1,test,220,0.0,0.0,2.807226895384929e-09
1,test,221,0.0,1.0,1.0
1,test,222,0.0,0.0,1.577179387091121e-09
1,test,223,0.0,1.0,0.9999995231628418
1,test,224,0.0,0.0,8.09795459855156e-12
1,test,225,0.0,0.0,3.2643589520375826e-07
1,test,226,0.0,0.0,1.8227602760489958e-10
1,test,227,0.0,0.0,3.408512938563035e-08
1,test,228,0.0,0.0,3.1057570404335877e-10
1,test,229,0.0,0.0,1.9283282881588093e-07
1,test,230,0.0,0.0,7.964105819269207e-09
1,test,231,0.0,0.0,1.4614506826937657e-10
1,test,232,0.0,0.0,1.4316879237696867e-08
1,test,233,0.0,0.0,1.5874931591497443e-08
1,test,234,0.0,0.0,1.3720301339503749e-08
1,test,235,0.0,0.0,1.2148925199184646e-09
1,test,236,0.0,0.0,3.6615155352137663e-10
1,test,237,0.0,0.0,0.3167397677898407
1,test,238,0.0,0.0,2.1986261344864033e-06
1,test,239,0.0,0.0,3.395969542907551e-05
1,test,240,0.0,0.0,8.034650818444788e-06
